tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
-22.08240769,2.431901518,0.667866358,4.236881507,3.429697653,-1.38193985,-0.703294892,-1.34970549,0.688828504,0.445588511,0.430849899,0.159562226,-0.031999379,stable
6.594330353,8.568686402,3.048624961,9.494788049,4.917314452,-1.948878534,-1.974235462,-1.002089563,0.600274699,0.464795624,0.578536801,0.536189763,0.042124919,unstable
3.53822344,4.311878061,,5.48972511,3.720608013,-1.540148779,-0.799449161,-1.36734803,0.393025795,0.310480472,0.966933018,0.941336588,0.024648865,unstable
5.8960958,3.399752198,4.229599658,2.268617907,3.845258235,-1.956061032,-0.528290934,-1.35876007,0.132030438,0.558615189,0.614426573,0.078058254,-0.024066814,stable
8.258265962,4.876447756,9.103533294,1.450034359,3.280407112,-1.126673012,-1.559224643,-0.59337705,0.056703843,0.399806333,0.507873386,0.756513956,-0.021158645,stable
9.072844277,0.711181584,7.933607202,2.242880972,3.032550049,-0.974066947,-0.542005321,-1.512004424,0.534491934,0.40724027,0.934436354,0.949096321,0.013084554,unstable
2.788168244,9.903108558,5.534424354,2.634030946,3.878891552,-0.882947563,-1.769528763,-1.236010088,0.276648502,0.831481061,0.561327929,0.304693684,0.018752434,unstable
1.627069338,5.804803693,4.767548923,,3.991433274,-1.334296642,-1.786635147,-5.582577199,0.760079445,0.084037956,0.721527794,0.599331852,0.007198241,unstable
5.258716376,1.562646728,4.92202203,6.042602056,3.206326127,-0.910490306,-1.301461216,-0.986346713,0.082113025,0.295756291,0.447207051,0.352672169,-0.041785014,stable
2.921032526,4.528255123,7.068046851,0.703856541,2.76807014,-0.843616358,-0.556582505,-1.354700085,0.713735342,0.140786972,0.132191955,0.712099082,-0.040943292,stable
0.830160605,8.218562152,4.590755892,5.597069585,3.064165592,-0.513174578,-0.704068642,-1.858084557,0.915735819,0.983778293,0.392067004,0.867034213,0.034851874,unstable
1.205664361,1.034612164,9.050730315,0.985847727,3.761949558,-1.381393822,-1.089112176,-1.296640583,0.943650682,0.541330615,,0.463302181,-0.005807611,stable
,1.800171523,8.655498031,2.368778468,2.927042359,-0.641406675,-0.936862695,-1.359134551,0.924631335,0.912066166,0.24341598,0.11982078,0.001940082,unstable
9.73353967,6.220120694,4.280538847,,4.206299435,-1.375816802,-1.817713326,-1.005606653,0.959051318,0.78313122,0.777496845,0.26028822,0.051230103,unstable
,5.884524897,7.544088109,8.284786826,2.592800905,-1.167355418,-0.835483161,-0.593754455,3.26139111,0.538428757,0.362233621,0.097625361,-0.007854547,stable
4.998668577,7.18584646,9.832624115,4.09777688,,-0.685521124,-1.469642558,-1.218006802,0.428000662,0.788345023,0.349078429,0.152823866,0.031774698,unstable
7.334152735,,9.968668147,4.524766667,3.449117086,-1.279786575,-1.509403653,-0.664472383,0.289807775,,0.857944913,0.661129206,0.037317781,unstable
7.477514252,3.989286213,1.595458792,2.028263569,3.604214414,-1.016770229,-0.632178599,-1.966704842,0.259893699,0.885726711,0.670704515,0.52291564,-0.015556363,stable
8.450436258,9.580534078,0.731273966,2.804535828,2.764791999,-0.797243791,-0.938965206,-1.020907336,0.928934549,0.769805701,0.953878389,0.599054875,0.012475037,unstable
6.202629671,0.749693411,2.025622074,2.869595747,3.863554546,-1.798208511,-0.849320987,-1.218461412,0.574128113,0.069659942,0.33124563,0.907537174,-0.020107076,stable
4.665278696,0.910566665,4.923144087,7.876305154,3.530164289,-1.182209431,-1.574765583,-0.770798856,0.659281749,0.911560109,0.191721319,0.555933376,-0.014251687,stable
2.451780462,1.594428,,6.408004848,4.131071862,-0.885446509,-1.598508836,-1.656777001,,0.25644051,0.50728265,0.832692447,0.018918886,unstable
6.570906567,7.534961309,3.867781173,5.256663293,4.200494892,-1.548356886,-1.933594782,-0.703543226,0.451232472,0.847409877,0.825745172,0.807986023,0.084574549,unstable
2.953908371,2.553333748,7.280506643,0.568121492,3.166945422,,-0.934273126,-0.638413631,0.324298606,0.376531748,0.391809439,,-0.030518907,stable
1.253519819,,4.740772121,3.6862489,,-1.740607638,-0.503535971,-1.884560496,0.13521057,0.103905,0.493979248,0.848422243,-0.016644858,stable
0.896788152,5.939130094,5.390698641,1.772626957,2.623483843,-0.644480235,-1.356089385,-0.611261271,0.628070745,0.952365774,0.956674989,0.177177781,0.038342785,unstable
6.120664288,7.115183469,2.729609934,3.350725822,4.808667965,-1.664096443,-1.462329005,-1.703174073,0.889309717,0.636293031,0.430805245,0.378008773,0.0489838,unstable
3.788597947,0.82833983,,4.712249544,4.160300201,-1.790638017,-0.723599152,-1.652107925,3.26139111,0.168370671,0.280973372,0.543122959,-0.025276594,stable
6.898123247,4.327050758,8.772551198,2.203550695,3.443751677,-1.852928282,-0.918011645,-0.677104567,0.873866146,,0.410071337,-2.221534316,0.032139998,unstable
6.652331982,7.095822482,7.123274994,0.587470075,2.771666485,-1.466176262,-0.559434302,-0.734028281,0.158044026,0.524198594,0.881751502,0.313346471,0.025879695,unstable
5.435601178,32.6928563,1.443943151,3.249352339,2.767591073,-0.864561645,-0.834875991,-1.061522111,0.554072289,0.587909784,,0.402262391,0.010362747,unstable
6.734788568,2.899823454,6.767700686,4.265539288,3.111219826,-0.747808295,-1.774384493,-0.601268159,0.264417314,0.566022385,0.520054303,0.853286458,0.03944143,unstable
9.184319806,3.123993213,1.21718711,1.093289977,5.098943822,-1.296605094,-1.898882074,-1.89960783,0.588155875,0.851405072,0.532019325,0.865347039,-0.017217727,stable
6.318719699,,8.739547855,8.714555841,2.715997099,-0.657233614,-1.044123559,-1.023604323,0.678064735,0.243313292,0.374249003,0.802432396,0.051403556,unstable
6.253268729,6.117337711,7.155247174,5.917237628,4.275304076,-1.783305014,-1.334209318,-1.143854323,0.692550706,0.231388681,0.144361947,0.697926733,0.043335434,unstable
8.336932254,5.744664714,8.843652228,6.840373599,3.704146545,-1.111260432,-0.796923032,-1.787799946,0.922403513,0.689440814,0.444898351,0.152129969,0.062356134,unstable
3.467617875,6.335676976,5.880273842,,2.74462239,-1.30125655,-0.869837149,-0.566985569,0.572424376,0.92377722,0.052224446,0.866596773,0.059584026,unstable
0.700119009,7.120870131,,8.249436237,3.987391042,-1.384284614,-1.512046885,-1.080281825,0.775714604,0.40597452,0.36418618,0.498379042,-0.032605508,stable
9.527270737,8.18175004,4.451943842,3.490247485,4.421125621,-1.817671742,-1.943088739,-0.667898608,0.527130402,,0.401737546,0.640479619,0.046313239,unstable
4.178209373,8.360757926,1.852688291,5.217381891,3.270522191,-0.925353157,-1.671583825,-0.654535424,0.643283023,0.287737552,0.55552802,0.828797877,0.028744313,unstable
9.773924602,9.894137664,3.276264227,9.263090532,2.480366234,-0.568103735,-1.136922631,-0.781661696,0.534688882,0.820234669,0.513217229,0.991012395,0.071678545,unstable
3.690957271,3.694438271,3.715998046,5.171106096,3.046512839,-0.700105377,-1.357384495,-0.983190694,0.185997631,0.711923943,0.764908542,0.709148387,0.057561491,unstable
1.323069125,4.323708026,4.406997097,8.562036094,2.974847915,-0.737274736,-1.371177723,-0.871392685,0.273999779,0.899001263,0.872495438,0.960251531,0.061486077,unstable
6.264271388,7.524014966,3.853453651,1.403167835,,-0.993662341,-1.554594774,-1.637055571,0.525681489,0.430362653,0.904508137,0.107615578,0.027548925,unstable
,5.592246844,6.73290358,4.57459112,3.734347808,-0.814358689,-1.917648215,-0.969812423,0.078254757,0.414914116,0.068173245,0.225510937,-0.041062994,stable
9.412353638,4.915136748,7.196872766,4.805075146,3.205431521,-1.418099871,-0.608083832,-1.183562098,0.428616658,0.291770116,0.33455432,0.692088885,0.02786994,unstable
5.946602527,7.729699019,6.458571398,,3.543704085,-0.787992304,-1.223704927,-1.527757501,0.546886009,0.956475335,0.253834007,0.203995716,0.039311079,unstable
2.362004651,2.708128892,3.02130923,6.549807554,2.336745812,-0.95974566,-0.609673353,-0.772526722,0.757658581,0.398020739,0.932106581,0.931997927,0.049582272,unstable
1.237597586,4.105650558,7.186493468,2.635933298,2.551672237,-0.651271018,-0.870622128,-1.024400737,0.174925962,0.566706504,0.366731208,0.881464182,-0.010062954,stable
9.7782198,4.529855091,1.424713131,6.487632625,3.735910482,-1.723572981,-1.486049886,-0.527240724,0.060562096,0.277546631,0.754956201,0.665745581,-0.028025005,stable
2.26825645,,4.356336916,6.769132192,3.322150284,-0.541881635,-1.909969395,-0.858382003,0.078514486,,0.920514659,,0.031536049,unstable
8.807334985,7.107749654,8.741659144,4.305336778,,-1.158679667,-1.397394243,-1.050698596,0.585487219,,0.895610969,0.522364303,0.07957436,unstable
4.294555929,7.147246929,6.297666765,7.323265904,3.123735055,-0.803508821,-1.703585576,-0.618081341,0.067625305,0.252288015,0.479127957,0.304015058,-0.002667147,stable
7.978749632,8.005930845,0.589225151,8.210286089,4.019339098,-0.748314132,-1.558859865,-1.681788914,0.195055771,0.640090408,0.268573321,0.996723765,0.043766223,unstable
9.435651515,9.536409435,4.935908323,2.965795825,3.244457626,-1.546077206,-0.84580503,-0.853733465,0.446602211,0.778437252,0.347086723,0.793626818,0.033074936,unstable
3.152670007,4.53599228,4.247933135,6.739764061,3.926535838,-1.93384012,-0.668119043,-1.320046112,0.939724407,0.138976012,0.0829388,0.907973105,0.028858382,unstable
2.32251,8.412722961,5.425459583,6.373623946,4.377642515,-1.621936212,-1.750035527,-0.997650208,0.811447327,0.256656277,0.9335439,0.789350119,0.059655998,unstable
4.533621654,1.358605755,5.896521679,6.314032417,3.712063143,-1.123239252,-1.550956926,-1.038971669,3.26139111,0.79985673,0.564512823,0.57635954,0.053438023,unstable
6.704252782,3.11179633,5.914790139,8.502621129,2.597304071,-1.138868687,-0.599816187,-0.876445609,0.125308858,0.95012171,0.905101756,0.449955803,0.045788325,unstable
9.103490176,5.158952037,4.224300475,8.058756899,4.711301199,-1.933089252,-1.181555227,-1.577679843,0.098754522,0.861846926,0.175126389,0.491603952,0.023224468,unstable
2.06562335,8.442443633,5.954301096,9.946345266,3.264705093,-1.675060123,,-0.692011593,0.276663407,0.656068029,0.83360892,0.157740123,0.033302449,unstable
6.517904672,9.65332723,2.926561424,9.609034815,3.906230493,-1.613744318,-0.804751091,-1.49543576,0.209983669,0.724150066,0.194635966,0.72040689,0.043353145,unstable
9.291852198,2.702690443,2.319640865,5.037834132,3.300205828,-0.778149236,-1.325200843,-1.173650722,0.656501136,0.444215247,0.400419129,0.49472978,-0.000234582,stable
5.021058161,9.042611215,5.726584978,5.461954869,3.65195533,-1.867955925,-1.072723669,-0.716821603,0.902726403,0.629252868,0.45210816,0.37069362,0.061131985,unstable
9.633111789,4.612075186,1.811604572,6.797884284,3.793455834,-1.795863638,-0.803114473,-1.202587311,0.980707137,0.192683904,0.51701539,0.070765737,0.005202757,unstable
3.638325752,4.095092484,8.628217063,2.333095294,3.473435243,-1.278181249,-1.535854872,-0.671770946,0.2614139,0.507674835,0.913746593,,0.018126406,unstable
3.957260319,1.926914405,2.111284226,4.58280693,3.960145956,-1.49798351,-0.863633049,-1.595288355,0.249446872,0.83272654,0.276923951,0.176185734,-0.03199731,stable
2.385362123,3.492692435,6.811044293,4.997958782,4.127008359,-1.38599458,-1.019808567,-1.715945933,,0.745575147,0.808967873,0.573652244,0.048582806,unstable
9.985202335,6.50351354,0.715845566,4.648251513,4.828401155,-1.3020681,-1.596800543,-1.947735375,0.090242122,,0.584517072,0.881858253,-0.01909956,stable
2.895516175,3.47621888,7.284288416,8.743353904,3.003064776,-1.445313623,-0.592275626,-0.959480886,0.564866732,0.807571709,0.311942133,0.58575891,0.02150255,unstable
1.332141464,3.961065454,5.502057157,5.102544813,2.743946547,3.083719648,-0.506217683,-1.65117768,0.238306002,0.140381412,0.579025579,0.065083383,-0.041090153,stable
6.45906432,7.178295496,,2.692389765,2.727604967,-1.509462729,-0.701275356,-0.541954744,0.305830939,0.889858605,0.237369688,0.340633386,0.03142847,unstable
2.427289197,1.554169658,7.15859369,1.829546916,,-0.867674251,-1.569083178,-1.26412885,0.880056589,0.972190806,0.718194963,0.957167661,-0.017594911,stable
3.192887312,1.109053415,,1.202624135,4.489254072,-0.775206598,-1.77557793,-1.934966738,0.463505747,0.939970056,,0.638519755,-0.035910207,stable
2.39771038,,7.685272471,,4.198236937,-0.984773264,-1.476575879,-1.741116312,0.195217803,0.501344424,0.434569418,,0.001984994,unstable
,6.51950656,8.892158053,7.744307405,3.586654294,-1.383248733,-0.819222166,-1.394828605,0.724369773,0.712414614,0.481407417,0.893426172,0.084498186,unstable
7.712203122,7.80865057,7.604680114,4.250537757,3.99143743,-1.284801242,,-1.47878161,0.712901803,0.414658199,0.733829713,0.429183898,0.06442068,unstable
3.683704926,9.238198477,1.812774822,3.864702178,2.47935312,-0.91382425,-0.855041396,,1.00033682,0.088740867,0.50912666,0.787960966,0.028792338,unstable
8.340526586,1.623531733,7.161507402,4.041570056,2.765048175,-0.621491347,-0.572037425,-1.551452448,0.847172515,0.068041145,0.659471134,0.51746985,0.047157569,unstable
3.35689477,0.849030356,8.915880607,9.23234979,2.926278468,-1.327938593,-0.721204798,-0.869444164,0.450869547,0.199210415,0.781527495,,0.045997174,unstable
,5.195330352,3.998753916,4.267855004,3.301166269,-0.771374641,-1.84752951,-0.68579235,0.330744245,0.240965552,0.753944275,0.48159138,0.009923942,unstable
1.166676299,4.387195202,3.399130203,4.101124623,4.154704055,-1.6740502,-0.717952104,-1.776348093,0.210339093,0.613653828,,0.430442824,-0.024928683,stable
6.774518448,7.514476781,,5.556900135,3.080595463,-0.896998551,-1.519357672,-0.672754834,0.159996557,0.868047393,0.221116888,0.26433812,0.031062579,unstable
1.710384047,4.788501637,8.061278013,6.36180427,3.97852664,-1.711648161,-1.192818634,-1.073658498,0.64284673,0.986745198,0.551561017,0.873440682,0.064240043,unstable
8.845883905,5.064314994,3.998798846,8.759237747,3.583887433,-1.604515143,-1.302169746,-0.669601189,,0.939277757,0.954084455,0.496115391,0.081459028,unstable
6.65608116,8.728200291,5.444619112,0.573291313,3.173424137,-1.754014431,-0.656799561,-0.768230991,0.26264543,0.484365928,0.231945889,0.725187517,-0.037073991,stable
2.123527334,5.544841031,7.087761566,8.877752629,3.293518422,-0.888840167,-1.006014003,-1.385970509,0.14576953,0.142212699,0.867899337,0.227010137,0.011331024,unstable
0.609328178,5.878887725,7.203494152,2.53753875,4.822956365,-1.930080435,-1.837884139,-1.062523787,0.651490169,0.921907341,0.431699252,0.620666721,0.008621716,unstable
4.421079086,0.866999285,,8.237955636,4.280986728,-1.254385043,-1.701648184,-1.3217429,0.922855307,0.869429775,0.638786069,0.694455309,-0.001906223,stable
8.435483908,,4.708603979,4.712421156,4.12367979,,-0.662005898,-1.720237428,0.659456379,0.75177957,0.407245164,0.489197025,0.057128819,unstable
2.49233526,3.257021614,4.584279945,6.76445047,4.191581522,-1.083943311,-1.457168037,-1.657725342,0.082372055,0.499075976,0.548329898,0.468933968,0.001445897,unstable
,7.101316115,4.042687034,1.249401054,4.885003657,-1.812662939,-1.406266202,-1.647255797,0.436211023,0.48265162,,0.578766316,-0.033254664,stable
4.744740061,6.926280164,5.566886137,5.539073877,2.993784102,-1.412851465,-0.56917622,-1.007326989,0.379732668,0.187679359,0.461058724,0.37431289,0.010794911,unstable
1.851619881,4.692553514,2.602649063,8.916410997,3.900097982,-0.954236534,-1.436377617,-1.503231247,0.465483361,0.247400086,0.181896503,0.620190211,-0.019573631,stable
7.655731768,1.267887433,7.672863521,6.757880572,3.653775496,-1.314985102,-1.828008764,-0.514589498,,0.178599343,0.526697358,0.721818003,0.045726802,unstable
4.687815961,0.792482511,2.936459475,3.387510951,2.846287851,-0.718476786,-1.600771567,-0.543908278,0.541890065,0.53392304,0.740464445,0.781711285,0.022290902,unstable
9.289010668,3.812286185,7.515736111,5.683502109,4.137579796,-1.544432263,-0.90471021,-1.701354649,0.92944336,0.423505937,0.528662337,0.174325172,0.047266288,unstable
5.988521972,6.224461751,4.941324855,7.552433128,2.791380853,-0.941169454,-0.913265174,-0.936025825,0.781390268,0.972127399,,0.40315381,0.067115404,unstable
5.265048671,7.230491209,0.898986643,4.986569852,4.507875328,-1.331593547,-1.891515636,-1.309558068,0.264321867,0.327268844,0.70764235,0.61422845,-0.021471158,stable
7.695981398,8.062372606,5.75814652,3.422183654,,-1.221359114,-1.214540387,-1.344282997,0.736714008,0.481014507,0.065937527,0.163924061,0.023798685,unstable
5.125564548,2.549936768,6.487318662,4.980101536,4.830509658,-1.153269773,-1.67765356,-1.974279784,0.905762364,0.164836845,0.658198762,0.421850366,0.053574817,unstable
6.475623564,2.635531408,6.612989484,0.885546525,4.614890862,-1.241735897,-1.77397504,-1.597643073,0.152180351,0.750908404,0.371268894,0.728767083,-0.025172305,stable
,9.753911117,3.161914107,6.630838394,3.598076138,-1.019183493,-0.824694426,-1.764523883,0.317386129,0.455579769,0.482352473,0.543233471,-0.006141087,stable
2.832120921,0.89352877,4.078331319,0.555447357,3.618317401,-1.115940646,-1.257972719,-1.238409995,0.192633763,0.872976727,0.300995172,0.599033433,-0.047845462,stable
5.582882175,3.128733931,7.691732687,3.267804311,4.871193468,-1.893695503,-1.746811383,-1.22928455,0.148263926,0.972017922,0.590090752,0.682653942,0.029426348,unstable
5.613014267,7.040619273,5.433798613,4.72174442,3.134959391,-0.858105126,-0.533306883,-1.744275888,0.365207053,0.739824047,0.799217067,0.991314387,0.0911866,unstable
1.958710632,7.453279836,4.931974343,9.727265365,3.614618598,-1.628050879,-0.775293773,-1.215170647,0.48914716,0.864900231,0.766589131,0.137557839,0.034365115,unstable
2.265383598,3.552119263,8.999105284,5.531019254,4.611539946,-1.7353562,-1.548793677,-1.320875072,0.52713025,0.731424468,,0.775347738,0.019462948,unstable
3.791324615,1.386706336,4.038652512,1.557534779,2.988777526,-1.826403406,-0.537677248,-0.615668372,0.137515604,0.10798905,0.305344199,0.834284826,-0.05397555,stable
4.860872575,6.175776194,8.787459526,9.208305558,3.00289883,-1.586278472,-0.818495981,-0.599511928,0.222671158,0.142579169,0.692359236,0.903514668,0.052877575,unstable
8.653374861,7.809577925,3.194592999,2.956430902,4.432675254,,-1.409654766,-1.51046244,0.3811154,0.9374261,0.386870668,0.893304993,0.04181282,unstable
5.312683548,3.149630681,5.764108681,6.419260557,3.209966419,-1.837293448,-0.549577679,-0.815272783,0.524885731,0.841203628,0.549495089,0.190575838,0.038732821,unstable
8.166594375,0.707755763,8.059791736,8.208147494,3.629474999,-1.55524304,-0.549547412,-1.525387879,,0.796544987,0.620690647,0.18819058,-0.02191469,stable
1.083726519,8.235206914,1.510497885,1.851340622,3.973585485,-1.912799932,-0.610941788,-1.462696582,0.145426752,0.530936733,0.555344301,0.982112205,-0.041068979,stable
6.266414606,5.500465526,5.246257112,3.903292602,3.146708184,-0.799522661,-1.049621513,-5.582577199,0.778607143,0.718062341,0.986492535,0.763292445,0.10428255,unstable
0.833397436,4.973137945,9.947154105,9.260132379,4.381622455,,-1.959038639,-1.051995902,0.565400713,0.958612396,0.745930505,0.07669778,0.007118365,unstable
3.688293898,3.394714665,8.430629484,1.51970146,3.340343696,-1.279222814,-0.849494702,-1.229653781,0.190774163,0.608767351,0.401237782,0.854243271,-0.049596816,stable
6.238202092,7.761018878,9.83372591,,4.149645364,-1.477150459,-1.356173111,-1.317027677,0.776924751,0.631119115,0.520195237,0.07223313,0.054255896,unstable
4.489311701,7.27296719,8.335218176,4.951327547,4.50095392,-1.722961653,-0.845179223,-1.92242426,0.575156595,0.223511369,0.647470036,0.480606852,0.039260019,unstable
0.870445425,3.795772101,2.384028884,5.898612908,3.420142148,-0.9335209,-1.5975388,-0.885326849,0.983374822,0.958046208,0.810754169,,0.044064951,unstable
8.463851656,1.036756132,4.310295861,8.13002362,3.167873506,-0.990815966,-0.643116105,-1.547831871,0.923072065,0.128087372,0.053384439,0.613490851,0.035608561,unstable
3.169634758,1.849856589,4.875082186,4.096070424,4.678568314,-1.828770366,-1.732933213,-1.112121577,0.053109439,0.64294995,0.654150578,0.922650992,0.028242861,unstable
5.715940412,1.821066635,9.267844864,7.509615579,3.409457632,-1.19261259,-1.445948183,-0.788744066,0.514863002,0.422604593,0.635589677,0.574444801,0.034837174,unstable
4.542834283,4.322676409,5.616833448,9.26628949,3.862588412,-1.062914188,-0.954321648,,0.976408925,0.962515358,0.384858753,0.517397035,0.072156759,unstable
7.202761544,8.340153184,7.494413067,9.164712691,4.112421984,-0.511394671,-1.659851234,-1.935519788,0.28680186,0.997503982,0.139386752,0.857946971,0.069464138,unstable
0.894747973,6.094057851,8.462996138,9.501563095,4.215075911,-1.250756675,,-1.140480444,0.520034128,0.350084778,0.325310364,0.596426295,0.001582725,unstable
1.317574863,3.574958684,8.297752624,7.110885458,3.35634521,-1.417218965,-0.711964932,-1.208506181,,0.071358043,0.211536958,0.797395083,-0.004425876,stable
8.496496102,7.476496118,1.495435033,9.635508239,4.350864439,-1.521153591,-0.84963793,-1.968824181,0.700932238,,0.356277524,0.219026553,0.030930629,unstable
2.313248356,5.452097526,8.592073882,4.271090803,4.549182954,-1.914803456,-1.245169849,-1.390835212,0.775874498,0.070521967,0.373984059,0.418057729,-0.018070463,stable
6.981162402,2.606826636,4.823920667,6.059988003,4.377538105,,-1.037292511,-1.617041531,0.892237959,0.978028221,0.769243274,0.271684008,0.066508488,unstable
5.05242832,7.333965104,1.948815797,1.727866485,,-0.971589062,-1.630717931,-1.699966125,0.777261542,,0.44945949,0.790183552,-0.015239742,stable
8.314335423,0.875023996,3.677316783,2.634185336,4.540498478,-1.363833639,-1.816636404,-1.369577058,0.580849068,0.158561161,0.527962332,0.37476146,-0.024027027,stable
5.701694646,8.634040244,3.858299053,6.557428591,3.633292547,-0.980773324,-0.832674059,-1.812823944,0.396651119,0.383796135,0.455619715,0.935614116,0.054423485,unstable
9.117832753,4.248834419,2.054979182,9.937795653,3.969330136,-1.414865519,-1.919404402,-0.639071549,0.072645138,0.814491527,0.632862073,,-0.023541956,stable
1.535905337,5.197616127,1.699732533,7.928155983,3.822130762,-0.651877366,-1.315565836,-1.850768667,0.164229492,,0.367237902,0.766951241,0.004607748,unstable
1.922432269,6.757575878,2.366564676,8.917974165,2.319947853,-0.694157468,-0.739987102,-0.893703981,0.590890142,0.884717216,0.506496966,0.689583528,0.02948635,unstable
4.155858449,3.025747386,1.90288072,4.449951627,5.180981072,-1.935391253,,-1.49618466,0.178542655,0.959383703,0.215420835,0.265498854,-0.028044597,stable
,7.443162091,7.131381363,1.982833119,4.225643235,-1.328466625,-1.745708498,-1.142712912,0.177195191,0.948161053,0.633729805,0.430748831,0.039805,unstable
2.65578925,,3.28138629,9.386464733,3.836195981,,-1.26324344,-1.740690078,0.129825313,0.718327465,0.776920035,0.117487614,0.003179637,unstable
3.655094932,1.423643711,8.238115733,7.51466015,4.559831084,-0.769429366,-1.879838519,-1.918946735,0.276125776,0.072435119,0.539915237,0.092929591,-0.027919618,stable
5.547993391,1.627429744,0.809812426,9.903994046,2.80774148,-0.522198399,-1.155602322,-1.143149369,0.170671347,0.339964934,0.205678504,0.941903827,-0.004509036,stable
4.047710381,0.693124655,,6.475234061,4.734070986,-1.468675519,-1.589419543,-1.678476795,0.665075592,0.543362231,0.237481933,,-0.038425806,stable
0.821349283,5.651624294,8.1632041,8.943810386,4.501916572,-1.744913738,-1.990833184,-0.757379792,0.055151085,0.506860532,0.299283861,0.061034621,-0.02879266,stable
0.936405555,1.980622383,9.905270355,4.621198664,3.18378585,-0.974673745,-1.298218937,-0.930429944,0.413106762,0.510940518,0.332252619,0.551264245,-0.024625588,stable
7.786277998,2.539341718,8.155041143,5.569006591,3.388952653,-0.906962511,-1.574320622,-5.582577199,0.054763604,,0.563382791,0.569954479,0.00777418,unstable
5.15201767,,9.241457352,6.656818213,3.191855531,-0.600527697,-1.800573428,-0.763051803,0.273641835,0.830171171,0.507140592,0.226318904,0.047024765,unstable
3.717637584,,6.384753146,1.939106442,3.755681418,-1.7334636,-1.17244516,-0.851740155,0.267800503,,0.269398354,0.627574868,-0.031350108,stable
9.665574121,2.829205825,4.593042115,1.165387025,5.459787112,-1.787544038,-1.873721775,-1.815526537,0.736108177,3.270176389,0.077713446,0.488997446,-0.032831984,stable
7.255786129,7.293584189,9.511455594,0.602238902,3.603772334,-1.00582799,-1.994102264,-0.594773686,0.188893541,0.348022157,0.934321148,0.333497123,0.020907022,unstable
,9.546462671,5.466452912,9.603693891,4.983913181,-1.186937749,-1.870003566,-1.91321768,0.604989303,0.397530493,0.762227206,0.524571788,0.030792816,unstable
4.861728087,1.830584488,3.002866896,0.887256697,4.615351808,-1.335844082,-1.707857771,-1.557818097,0.453940173,0.30039158,0.38464417,0.856245,-0.042144239,stable
6.656635949,4.649188712,,5.637281441,2.520609728,-0.602007856,-0.818003177,-1.097778017,0.697527066,0.283496741,0.746011217,0.982227056,0.07942062,unstable
9.457543418,6.310886199,0.526804792,1.570595819,2.925536512,-1.476014829,-0.749696764,-0.704184622,0.334646565,0.657865573,0.540120588,0.3070683,-0.040011785,stable
6.138474741,3.096259943,9.112212565,5.268929938,3.579490804,-1.292752506,-0.785733224,-1.496159557,0.153399085,0.440233996,0.785444479,0.837186532,0.043050349,unstable
8.582759358,4.671822127,1.586887998,1.931108391,4.948657504,-1.705298944,-1.303188861,-1.93251559,,0.90090527,0.662854234,0.193847891,-0.0138338,stable
,7.523799126,1.325638288,5.622172778,4.371222962,-1.434435962,,-1.971109244,0.706937801,0.739656598,0.770329769,0.92133975,0.053850265,unstable
4.824466851,1.62197178,3.19951389,1.775973145,4.573903712,-1.691207016,-1.922008911,-0.948680015,0.836876156,0.518780726,,0.150284478,-0.001328883,stable
3.079736414,6.129981428,0.824331317,3.911176409,3.860700249,-1.570933928,-1.664408527,-0.612935517,0.747223662,0.139311169,0.394346107,0.372624716,-0.051609499,stable
9.111881556,8.711233338,3.867682242,1.226443124,3.730411787,-0.874469382,-1.318150853,-1.524271107,0.266994368,,0.409087471,0.339712523,-0.035601393,stable
2.911832498,7.795857143,1.01075896,3.214827877,3.705510435,-1.834593174,-0.564279159,-1.308227585,0.24254199,0.251572318,0.693975734,0.933372168,-0.058273275,stable
,9.29447522,4.891048597,4.402372991,1.693510786,-0.540114563,-0.658254307,-0.507494355,0.98240376,0.394819191,0.821645352,0.309848868,0.032288344,unstable
6.025766569,1.568462916,,5.06622415,2.946299304,-1.664949982,-0.541807963,-0.743271785,0.768787982,0.05442888,0.833063484,0.563824634,-0.016723154,stable
,6.094071773,5.935321449,6.172434312,3.388968145,-0.879799678,-1.126922258,-1.380351271,0.11682274,0.637431748,0.075713147,0.841719185,0.028267108,unstable
7.745413626,2.33592489,9.639133667,2.770702187,3.480682449,,-0.817397289,-1.542697192,0.403541881,0.345701007,0.147333802,0.772686901,-0.029925777,stable
0.700263656,4.044023374,6.039651286,3.060455763,4.39249848,-1.253179297,-1.698823945,-1.44931717,0.895298861,0.728304975,0.467379137,,-0.010892778,stable
9.427109864,7.693194153,2.324548062,,,-0.763153461,-0.787815982,-1.694251152,0.315661401,0.517559471,0.119773382,0.488424942,0.015612365,unstable
3.167371872,8.133094652,,0.549553642,2.279776162,-0.585935846,-0.930821012,,0.710653848,0.872134528,0.219028648,,-0.007064949,stable
,2.665091996,3.544390967,3.598361797,3.738558826,-1.697563334,-1.404962566,-0.649887287,0.954100083,0.31646869,0.378536591,0.476323758,-0.017024,stable
1.450200355,0.929568449,5.590773613,4.73858716,3.910999342,-0.968512934,-1.742510421,-1.200104984,0.126798329,0.363969614,0.955424449,0.56780559,0.012899744,unstable
,9.350378271,4.6907119,3.835498439,4.349756524,-0.865874143,-1.665386475,-1.83205325,0.833563091,0.857947156,0.69514323,0.429324057,0.024039156,unstable
